<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2005.03.24	1.21530	1.22010	1.21210	1.21500	9155	0	40
2005.03.25	1.21510	1.21940	1.21300	1.21850	5186	0	40
2005.03.28	1.21830	1.22680	1.21670	1.21810	7697	0	40
2005.03.29	1.21840	1.21940	1.20790	1.21050	8950	0	40
2005.03.30	1.21060	1.21870	1.20560	1.21720	9561	0	40
2005.03.31	1.21670	1.21770	1.20830	1.21030	8880	0	40
2005.04.01	1.21070	1.21900	1.20630	1.21420	9579	0	40
2005.04.04	1.21680	1.22360	1.21510	1.22290	8530	0	40
2005.04.05	1.22280	1.22590	1.21650	1.21920	9108	0	40
2005.04.06	1.21910	1.22530	1.21640	1.22220	8660	0	40
2005.04.07	1.22240	1.22390	1.21760	1.22280	8966	0	40
2005.04.08	1.22260	1.23210	1.22250	1.22850	8265	0	40
2005.04.11	1.22870	1.23680	1.22370	1.23350	8464	0	40
2005.04.12	1.23340	1.24240	1.23070	1.23770	8465	0	40
2005.04.13	1.23770	1.23900	1.23310	1.23790	8091	0	40
2005.04.14	1.23780	1.24580	1.23740	1.24210	8393	0	40
2005.04.15	1.24180	1.24810	1.23950	1.24690	8429	0	40
2005.04.18	1.24570	1.25000	1.24240	1.24780	8796	0	40
2005.04.19	1.24770	1.24930	1.23590	1.23620	8346	0	40
2005.04.20	1.23610	1.24530	1.23560	1.24160	8631	0	40
2005.04.21	1.24150	1.24320	1.23550	1.23960	8348	0	40
2005.04.22	1.23980	1.24040	1.23150	1.23580	7881	0	40
2005.04.25	1.23360	1.24170	1.23310	1.23690	8137	0	40
2005.04.26	1.23700	1.24920	1.23660	1.24360	7901	0	40
2005.04.27	1.24380	1.25140	1.24200	1.25040	8864	0	40
2005.04.28	1.25080	1.25400	1.24820	1.25210	8731	0	40
2005.04.29	1.25170	1.26190	1.24610	1.25780	7902	0	40
2005.05.02	1.25940	1.26380	1.25350	1.25440	7212	0	40
2005.05.03	1.25460	1.25800	1.25110	1.25330	8240	0	40
2005.05.04	1.25310	1.25450	1.24480	1.24640	9000	0	40
2005.05.05	1.24640	1.24870	1.24290	1.24460	8691	0	40
2005.05.06	1.24450	1.24820	1.23860	1.24170	8935	0	40
2005.05.09	1.24200	1.24430	1.23660	1.23770	8467	0	40
2005.05.10	1.23790	1.23900	1.23580	1.23680	7566	0	40
2005.05.11	1.23680	1.25020	1.23640	1.24720	9609	0	40
2005.05.12	1.24750	1.25260	1.24690	1.25140	8541	0	40
2005.05.13	1.25160	1.26590	1.25000	1.26570	8303	0	40
2005.05.16	1.26530	1.27340	1.26470	1.26950	8658	0	40
2005.05.17	1.26950	1.27320	1.26300	1.26470	8213	0	40
2005.05.18	1.26460	1.26680	1.25870	1.25980	8925	0	40
2005.05.19	1.25960	1.26500	1.25770	1.25840	8736	0	40
2005.05.20	1.25830	1.26760	1.25540	1.26540	8365	0	40
2005.05.23	1.26600	1.26670	1.25600	1.25850	7639	0	40
2005.05.24	1.25840	1.26420	1.25720	1.25970	8559	0	40
2005.05.25	1.26000	1.26620	1.25780	1.26400	8443	0	40
2005.05.26	1.26400	1.26950	1.26320	1.26590	8330	0	40
2005.05.27	1.26590	1.26700	1.25130	1.25480	6945	0	40
2005.05.30	1.25650	1.25970	1.25470	1.25640	7533	0	40
2005.05.31	1.25650	1.26330	1.25040	1.25440	10101	0	40
2005.06.01	1.25440	1.25770	1.24460	1.24780	9978	0	40
2005.06.02	1.24780	1.25190	1.24560	1.24840	9767	0	40
2005.06.03	1.24840	1.25100	1.24240	1.24710	8843	0	40
